link,news,tagline,,,,
https://tribune.com.pk/story/2000362/1-loralai-police-lines-attack-quetta/,Terrorists planned to target Police Line in Loralai,Three bombers killed as forces stave off terror attack,,,,1
https://tribune.com.pk/story/2000342/2-govt-announces-major-taxation-concessions/,Slaps federal excise duty on all imported cars including ones used by middle income groups,Govt announces major taxation concessions,,,,3
https://tribune.com.pk/story/2000307/1-bilawal-demands-govt-take-measures-locust-attacks/,"Says national calamities are confronted with unity all over the world, they are viewed on political basis in Pakistan",Bilawal demands govt to take measures for locust attacks,,,,1
https://tribune.com.pk/story/2000306/1-oppositions-big-meet-today-work-anti-govt-move/,The date for shutting down Islamabad will also be announced,Oppositions big meet today to work out anti-govt move,,,,1
https://tribune.com.pk/story/2000179/1-man-dies-due-doctors-negligence-islamabad-hospital/,Family also alleges Baz Mohammad was placed on ventilator for 'minting money' even after his death,Man dies due to doctors negligence at Islamabad hospital,,,,2
https://tribune.com.pk/story/2000256/1-ihc-asks-nab-submit-nawazs-tax-details-2/,Orders accountability watchdog to provide data in shape of charts by next week,IHC asks NAB to submit Nawazs tax details,,,,1
https://tribune.com.pk/story/2000246/1-ihc-orders-action-three-nikah-registrars/,Judge says registration of underage marriages is a criminal offence,IHC orders action against three nikah registrars,,,,1
https://tribune.com.pk/story/2000231/1-maryam-nawaz-requests-ecp-dismiss-ptis-petition/,Says SCs order does not apply to a vice president; ECP seeks PML-Ns reply,Maryam Nawaz requests ECP to dismiss PTIs petition,,,,4
https://tribune.com.pk/story/2000238/1-ihc-asks-nab-submit-nawazs-tax-details/,Orders accountability watchdog to provide data in shape of charts by next week,IHC asks NAB to submit Nawazs tax details,,,,1
https://tribune.com.pk/story/2000200/1-govt-tighten-screening-international-passengers/,Travellers will have to submit details of the items they are carrying,Govt to tighten screening of international passengers,,,,1
https://tribune.com.pk/story/2000211/1-deadlock-govt-bnp-m-persists/,Tareen says Mengals reservations over missing persons issue not addressed yet,"Deadlock between govt, BNP-M persists",,,,2
https://tribune.com.pk/story/2000202/1-apc-will-prove-debacle-says-firdous/,SAPM says people know the current economic crisis is the result of bad governance of past rulers,"APC will prove to be a debacle, says Firdous",,,,0
https://tribune.com.pk/story/2000125/1-disclose-hidden-assets-face-imprisonment-fbr-warns-pakistani-expats-uae/,All Pakistanis are required to declare their concealed assets by June 30 under new tax amnesty scheme,"Disclose hidden assets or face imprisonment', FBR warns Pakistani expats in UAE",,,,3
https://tribune.com.pk/story/2000074/1-pakistan-eu-ink-strategic-engagement-plan-bolster-ties/,Country signs Strategic Engagement Plan with European bloc,New chapter of Pak-EU cooperation opens,,,,1
https://tribune.com.pk/story/2000052/1-opposition-tears-apart-questionable-verdict-nandipur-reference/,"PPP, PML-N leaders term decision irrefutable evidence of NAB-Niazi nexus",Opposition tears apart questionable verdict in Nandipur reference,,,,0
https://tribune.com.pk/story/2000035/1-pti-minister-wants-corrupt-dragged-streets-hanged/,"Faisal Vawda had earlier called for hanging 5,000 'corrupt' people in Pakistan","PTI minister wants the corrupt to be dragged on streets, hanged",,,,1
https://tribune.com.pk/story/1999953/1-pakistan-proposes-six-point-agenda-counter-islamophobia/,Maleeha Lodhi presents plan at UN to counter faith-based hatred,Pakistan proposes six-point agenda to counter Islamophobia,,,,1
https://tribune.com.pk/story/1999878/1-no-one-approached-nro-directly-pm-imran/,"The premier insists no compromise is possible on corruption cases, sources quoted the premier as saying",No one has approached me for NRO directly: PM Imran,,,,0
https://tribune.com.pk/story/1999677/1-nandipur-case-acquittal-plea-babar-awan-accepted-pervez-ashrafs-rejected/,"NAB had nominated a total of seven accused in the reference, five had filed bail pleas","Nandipur case: Babar Awan's acquittal plea accepted, Pervez Ashrafs rejected",,,,1
https://tribune.com.pk/story/1999840/8-new-entry-level-smartphone-unveiled-realme/,The device is powered by 2.0GHZ and Octa Core Helio P22 processor,New entry-level smartphone unveiled by Realme,,,,3
https://tribune.com.pk/story/1999563/1-punjab-okays-water-supply-projects-pindi/,Water will be sourced from the Daducha mini-dam and the Chhann dam,Punjab okays water supply projects for Pindi,,,,1
https://tribune.com.pk/story/1999737/1-pm-rejects-extension-deadline-avail-tax-amnesty-scheme/,The premier once again urges people to legalise their undeclared assets before the deadline expires on June 30,PM rejects any extension in deadline to avail tax amnesty scheme,,,,1
https://tribune.com.pk/story/1999437/1-experts-call-acceptance-deceased-organ-donation/,"Transplantation procedures are a reliable form of treatment, says WHO adviser",Experts call for acceptance of deceased organ donation,,,,1
https://tribune.com.pk/story/1999434/1-two-motorcyclists-killed-speeding-car/,Witnesses said two to three people were in the car who fled the scene after the accident,Two motorcyclists killed by speeding car,,,,2
https://tribune.com.pk/story/1999710/1-no-restriction-convicted-person-holding-party-position-maryam-responds-ecp/,Such laws were made during dictatorship rule to bar nomination of public representatives',No restriction on convicted person holding party position: Maryam responds to ECP,,,,0
https://tribune.com.pk/story/1999702/1-nato-chief-appreciates-pakistans-role-afghan-peace-process/,Jens Stoltenberg says Pakistan's positive role imperative for regional peace,NATO chief appreciates Pakistan's role in Afghan peace process,,,,1
https://tribune.com.pk/story/1999556/1-federal-govt-vows-easy-access-medicines/,Dr Mirza says they are working to change DRAPs outlook,Federal govt vows easy access to medicines for all,,,,1
https://tribune.com.pk/story/1999443/1-shc-issues-notices-regarding-absent-pharmacists-hospitals-pharmacies/,"CM has been informed of 293 pharmacist positions to be filled, says PPA's counsel","SHC issues notices regarding absent pharmacists in hospitals, pharmacies",,,,1
https://tribune.com.pk/story/1999498/1-seemingly-no-end-dolphin-squad-brutality/,"Shooting of young boy, who was buying medicine for his mother, dominates headlines",Seemingly no end to Dolphin Squad brutality,,,,2
https://tribune.com.pk/story/1999499/1-judicial-remand-11-chinese-extended/,The Chinese men are allegedly involved in trafficking Pakistani girls to China after contracting marriages with them,Judicial remand of 11 Chinese extended,,,,2
https://tribune.com.pk/story/1999570/1-ihc-issues-notices-cda-govt-crematorium-capital/,"Petitioner says Hindu residents of the city have to travel to Attock, Umerkot or Peshawar for funeral services","IHC issues notices to CDA, govt over crematorium in capital",,,,2
https://tribune.com.pk/story/1999467/1-zoo-attach-prosthetic-limb-arabian-addax/,This is the first time such an experiment has been conducted at the facility,Zoo to attach prosthetic limb to Arabian addax,,,,3
https://tribune.com.pk/story/1999473/1-lwmc-conducts-cleanliness-drive/,LWMC MD directs Turkish companies Albayrak and Ozpak to utilise all available resources to work efficiently,LWMC conducts cleanliness drive,,,,1
https://tribune.com.pk/story/1999477/1-dcs-negligence-reason-flour-price-hike/,Sources say they are responsible for procuring wheat for flour mills at state-approved prices,DCs negligence reason for flour price hike,,,,2
https://tribune.com.pk/story/1999479/1-consultants-help-build-ldas-flagship/,"Walk n Shop Arena will embody Mughal, Italian, Spanish, American and Chinese architecture",Consultants to help build LDAs flagship,,,,1
https://tribune.com.pk/story/1999484/1-relief-depts-put-high-alert/,Punjab CM Usman Buzdar instructs the authorities concerned to ensure timely drainage of rainwater,Relief depts put on high alert,,,,1
https://tribune.com.pk/story/1999486/1-polio-patient-strives-eradicate-debilitating-disease/,Sultan has established a school for differently-abled children in Shareefpura in Multan district,Polio patient strives to eradicate debilitating disease,,,,1
https://tribune.com.pk/story/1999487/1-police-service-centres-open-doors-public/,"In remote areas, mobile service centres are providing timely public services",Police service centres open doors to public,,,,1
https://tribune.com.pk/story/1999469/1-govt-announces-three-phase-development-approach/,Finance minister says first step to ensure best service delivery,Govt announces three-phase development approach,,,,1
https://tribune.com.pk/story/1999602/1-firdous-announces-formation-new-media-ad-policy/,Information Secretary Parveen says same amount which was paid before Eid will be given in July,Firdous announces formation of new media ad policy,,,,1
https://tribune.com.pk/story/1999599/1-railway-hire-8000-staff/,Sheikh Rashid says process of appointments will take place through balloting,"Railway to hire 8,000 staff",,,,1
https://tribune.com.pk/story/1999596/1-cjp-reviews-reforms-judiciary/,Justice Asif Saeed Khosa chairs NJPMC meeting,CJP reviews reforms in judiciary,,,,3
https://tribune.com.pk/story/1999593/1-verdict-nandipur-reference-today/,NAB prosecutor says there are no corruption charges against accused rather they are charged for delaying project,Verdict in Nandipur reference today,,,,0
https://tribune.com.pk/story/1999606/1-three-al-qaeda-terrorists-gunned-karachi/,SSP Malir Bahadur says two unidentified terrorists managed to escape; raids being conducted for their arrest,Three suspected al Qaeda terrorists gunned down in Karachi,,,,2
https://tribune.com.pk/story/1999590/1-senate-makes-154-budget-recommendations/,Proposals include giving 10% of basic salary as ad-hoc relief to all federal govt employees,Senate makes 154 budget recommendations,,,,1
https://tribune.com.pk/story/1999514/1-tribal-lawmakers-demand-govt-withdraw-additional-tax/,Threaten to put Islamabad on lockdown if demand not met,Tribal lawmakers demand of govt to withdraw additional tax,,,,3
https://tribune.com.pk/story/1999510/1-pac-panel-notes-non-utilisation-ministrys-grant/,Orders production ministry to immediately return recovered amount to exchequer,PAC panel notes non-utilisation of ministrys grant,,,,1
https://tribune.com.pk/story/1999504/2-amnesty-scheme-no-nro-says-fbr/,Board submits written response on petition challenging ordinance,"Amnesty scheme is no NRO, says FBR",,,,1
https://tribune.com.pk/story/1999491/1-stalemate-naming-ecp-members-persists/,"Parliamentary committee decides to apprise PM, however, opposition suggests taking the matter to SC",Stalemate in naming of ECP members persists,,,,4
https://tribune.com.pk/story/1999488/1-court-grants-nab-physical-remand-talpur-till-july-8/,"Prosecutor says PPP leader informed during investigation that money obtained by selling land, sugarcane",Court grants NAB physical remand of Talpur till July 8,,,,2
https://tribune.com.pk/story/1999470/1-arbitration-councils-nod-must-second-marriage-ihc/,Court overturns verdict for acquittal of a man who remarried without councils consent,Arbitration councils nod must for second marriage: IHC,,,,3
https://tribune.com.pk/story/1999413/1-president-alvi-calls-curbing-fake-news/,Dr Firdous Ashiq Awan assures media of governments support for responsible journalism,President Alvi calls for curbing fake news,,,,1
https://tribune.com.pk/story/1999370/1-new-media-advertisement-policy-works-awan/,"Govt to resolve all issues of media industry through consultation and dialogue, says special assistant",New media advertisement policy in the works: Awan,,,,1
https://tribune.com.pk/story/1999367/1-multiple-cable-cuts-affect-internet-traffic-across-pakistan/,PTCL forms high-level probe committee to determine cause of outage,Multiple cable cuts affect internet traffic across Pakistan,,,,2
https://tribune.com.pk/story/1999345/1-pakistan-condemns-another-yemini-rebel-attack-saudi-airport/,A Syrian national was killed and 21 other civilians injured in Abha airport attack last night,Pakistan condemns another Yemini rebel attack on Saudi airport,,,,2
https://tribune.com.pk/story/1999329/1-marriyum-refers-pm-imran-handpicked-ban-word-selected/,PML-Ns information secretary says 'incompetent PM' has resorted to hurling threats at his rivals,Marriyum refers to PM Imran as handpicked after ban on word selected,,,,4
https://tribune.com.pk/story/1999327/1-pakistan-uk-militaries-hold-strategic-dialogue-bilateral-cooperation/,Army chief Gen Qamar Bajwa visits UKs Ministry of Defence,"Pakistan, UK militaries hold strategic dialogue for bilateral cooperation",,,,1
https://tribune.com.pk/story/1999092/1-bilawal-continues-criticism-pti-imf-budget/,Bilawal demands of NA speaker to issue production orders for two MNAs,Sharifs must foot the bill for lavish spending: Saeed,,,,1
https://tribune.com.pk/story/1999251/4-beyonce-recreates-90s-nostalgia-can-feel-love-tonight/,The Lion King' promo was released yesterday,BeyoncÃ© recreates 90s nostalgia with 'Can You Feel The Love Tonight',,,,1
https://tribune.com.pk/story/1999197/4-renowned-actor-anjuman-shaheen-ties-knot/,"Lollywood veteran married business tycoon, producer Waseem Lucky Ali at 64",Renowned actor Anjuman Shaheen ties the knot,,,,0
https://tribune.com.pk/story/1999209/1-pti-moves-ecp-seeks-faryal-talpurs-disqualification-as-mpa/,PTI members Haleem Adil Sheikh and Arsalan Taj filed the petition,PTI moves ECP seeking Faryal Talpurs disqualification as MPA,,,,0
https://tribune.com.pk/story/1999167/2-qatar-announces-3-billion-investment-pakistan/,Loan from Gulf country to come in shape of deposits and direct investments,Qatar also offers US $3 billion to Pakistan,,,,1
https://tribune.com.pk/story/1999033/1-ppp-challenges-legality-ban-using-word-selected-pm/,"Zardari says consultations will be held with lawyers, parliamentarians; Sherry says ban reflects Imran's insecurities",PPP challenges legality of ban on using word selected for PM,,,,3
https://tribune.com.pk/story/1999084/1-fm-qureshi-arrives-brussels-two-day-visit/,Pakistan and EU have agreed on a strategic plan: FM,FM Qureshi arrives in Brussels on two-day visit,,,,1
https://tribune.com.pk/story/1998994/3-lone-pakistan-navy-submarine-kept-indian-navy-toes-post-pulwama/,Major part of Indian fleet deployed for 21 days in search of PNS Saad,Lone Pakistan Navy submarine kept Indian fleet on its toes post-Pulwama,,,,1
https://tribune.com.pk/story/1998992/1-ihc-dismisses-petition-pakistans-performance-world-cup/,"Justice Minallah, referring to Pakistan's win over South Africa on Sunday, dismissed the petition",IHC dismisses petition against Pakistan's performance in World Cup,,,,4
https://tribune.com.pk/story/1998861/1-attempted-rape-minor-foiled/,"Locals catch suspected culprit, hand him over to police",Attempted rape of minor foiled,,,,1
https://tribune.com.pk/story/1998859/1-rda-ceo-takes-notice-illegal-constructions-orders-inspection/,Authority seals warehouse over non-payment of commercial fee,"RDA CEO takes notice of illegal constructions, orders inspection",,,,2
https://tribune.com.pk/story/1998855/1-mttcr-protest-high-property-tax/,Token-strike and sit-in to be held on Mall Road today,MTTCR to protest against high property tax,,,,2
https://tribune.com.pk/story/1998853/1-wasa-mulls-robot-valve-operators-solve-pindis-water-crisis/,Meets with a delegation from the Information Technology University,WASA mulls robot valve-operators to solve Pindis water crisis,,,,1
https://tribune.com.pk/story/1998863/1-pindi-residents-take-dengue-precaution/,DHA chief says there is a need to drain stagnant water everywhere,Pindi residents to take dengue precaution,,,,1
https://tribune.com.pk/story/1998841/1-basharat-vows-metropolitan-status-rawalpindi/,Punjab law minister says funds have been allocated for building Leh Expressway,Basharat vows metropolitan status for Rawalpindi,,,,1
https://tribune.com.pk/story/1998827/1-pakistan-pulls-off-diplomatic-coup-murree-huddle/,Prominent Afghan figures attend day-long conference as part of Track II initiative,Pakistan pulls off diplomatic coup at Murree huddle,,,,1
https://tribune.com.pk/story/1998820/1-sanjrani-calls-zardari-inquire-health/,Senate chairman met the former president in the chamber of PPP chief Bilawal Bhutto Zardaris NA chamber,Sanjrani calls on Zardari to inquire after his health,,,,3
https://tribune.com.pk/story/1998818/1-mnas-barred-using-word-selected-pm/,"Khusro Bakhtiar stresses need for govt, opposition to sign 'charter of economy'",MNAs barred from using word selected for PM,,,,1
https://tribune.com.pk/story/1998815/1-pakistan-eu-ink-strategic-pact/,Foreign minister leaves for Brussels to sign the agreement,"Pakistan, EU to ink strategic pact",,,,1
https://tribune.com.pk/story/1998806/1-ex-foreign-minister-abdul-sattar-passes-away/,Career diplomat also served as the foreign secretary from 1986-88,Ex-foreign minister Abdul Sattar passes away,,,,2
https://tribune.com.pk/story/1998808/1-quoted-context-charter-economy-maryam/,PML-N vice-president says all attempts to drive a wedge between the Sharif brothers doomed to failure,I was quoted out of context on charter of economy: Maryam,,,,4
https://tribune.com.pk/story/1998803/1-ajk-president-urges-youth-thwart-conspiracies-pakistan/,"Sardar Masood says enemies hatching conspiracies to keep the country deprived of dividends of development, prosperity",AJK president urges youth to thwart conspiracies against Pakistan,,,,2
https://tribune.com.pk/story/1998739/1-previous-govts-preferred-family-interests-ties-qatar-says-pms-aide/,"Firdous Ashiq Awan says PML-N, PPP leadership had looked for own personal gains in Qatari relations","Previous govts preferred family interests in ties with Qatar, says PMs aide",,,,4
https://tribune.com.pk/story/1998770/1-pakistan-key-bringing-peace-afghanistan-gulbuddin-hekmatyar/,"Ex-Afghan premier demands withdrawal of foreign troops, urges balanced foreign policy",Pakistan key to bringing peace in Afghanistan: Gulbuddin Hekmatyar,,,,1
https://tribune.com.pk/story/1998718/1-watch-army-chief-pm-imrans-son-lords-support-green-shirts/,"Army spokesperson Maj-Gen Asif Ghafoor, PCB chief Ehsan Mani also in attendance for Pakistan-South Africa match","WATCH: Army chief, PM Imran's son at Lords to support green shirts",,,,1
https://tribune.com.pk/story/1998723/1-minister-sees-political-wisdom-pm-imrans-u-turns/,Noorul Haq Qadri says government will continue its struggle for betterment of masses,Minister sees political wisdom in PM Imrans U-turns,,,,1
https://tribune.com.pk/story/1998648/1-14-drown-vehicle-plunges-river-indus-k-p/,"Eight bodies have been recovered, six still missing; seven people rescued alive",14 drown as vehicle plunges into River Indus in K-P,,,,2
https://tribune.com.pk/story/1998621/1-passengers-pay-airport-tax-rupees-instead-dollars-caa/,CAA rationalises airport charges over weakening rupee,Passengers to pay airport tax in rupees instead of dollars,,,,1
https://tribune.com.pk/story/1996107/1-400kg-polythene-bags-seized-factory-shut/,"Abbottabad District Administration successfully launched anti-shopping bags campaign, sealed factory in Qalandarabad","400kg polythene bags seized, factory shut down",,,,1
https://tribune.com.pk/story/1998354/1-proposal-phase-cng-public-transport/,"Transport secretary seeks recommendations from OGRA, HDIP too; DIG Traffic orders crackdown against faulty cylinders",Proposal to phase out CNG from public transport,,,,1
https://tribune.com.pk/story/1998352/1-alleged-kidnapper-drops-girl-outside-hospital-footage-goes-viral/,Suspect apparently coaxes minor to come along after which she sat in the pillion of his motorcycle and he rode away,Alleged kidnapper drops girl outside hospital as footage goes viral,,,,2
https://tribune.com.pk/story/1998512/1-pakistans-highest-civil-honour-conferred-emir-qatar/,"Sheikh Tamim bin Hamad Al Thani departs from Pakistan; given briefing on PAF's JF-17 Thunder, Mushshak aircraft",Pakistan's highest civil honour conferred on Emir of Qatar,,,,1
https://tribune.com.pk/story/1996933/1-president-urges-media-society-play-role-nation-building-2/,"Alvi urges media, society to play their due role in strengthening moral precepts, economic, social development","President urges media, society to play role in nation-building",,,,1
https://tribune.com.pk/story/1998364/1-meeting-reviews-progress-signal-free-islamabad-expressway-corridor/,CDA bosses say expanding city needs more graveyards too,Meeting reviews progress on Signal-Free Islamabad Expressway Corridor,,,,1
https://tribune.com.pk/story/1998369/1-sweden-celebrates-national-day/,"Event also commemorates 70 years of diplomatic relations between Sweden, Pakistan",Sweden celebrates National Day,,,,1
https://tribune.com.pk/story/1998371/1-narankari-bazaar-supply-hub-spurious-products/,Copied packaging of top brands is used to pack third rate goods for sale in far-flung areas,Narankari Bazaar supply hub of spurious products,,,,2
https://tribune.com.pk/story/1998373/1-czech-delegation-due/,Delegation is visiting Pakistan on the invitation of Speaker National Assembly Asad Qaiser,Czech delegation due,,,,1
https://tribune.com.pk/story/1998366/1-petition-filed-poor-performance-national-team-world-cup/,Petitioner wants fact-finding mission to verify news of internal grouping; demands action against selection committee,Petition filed against poor performance of national team at World Cup,,,,1
https://tribune.com.pk/story/1998258/1-domestic-consumers-get-commercial-tax-notices/,Local traders say investors are shying away,Domestic consumers get commercial tax notices,,,,4
https://tribune.com.pk/story/1998421/1-theory-strategic-depth-dead-horse-says-qureshi/,Minister calls for Kabul and Islamabad to move beyond misunderstandings,"Theory of strategic depth a dead horse, says Qureshi",,,,0
https://tribune.com.pk/story/1998417/1-pakistan-qatar-ink-three-mous/,PM Imran Khan discusses bilateral ties with Qatars Emir Sheikh Tamim,"Pakistan, Qatar ink three MoUs",,,,1
https://tribune.com.pk/story/1998397/1-ministry-forms-action-plan-population-control/,Plan to be presented for approval of National Task Force on Population Control,Ministry forms action plan for population control,,,,1
https://tribune.com.pk/story/1998395/1-court-orders-police-lodge-fir-sugar-theft-case/,"Says Kashmir Sugar Mills, owned by Nawaz Sharifs relatives, prima facie committed theft",Court orders police to lodge FIR in sugar theft case,,,,2
https://tribune.com.pk/story/1998390/1-govt-says-pml-n-clearly-divided-two-factions/,PMs aide says Maryam has ridiculed her own uncle by calling charter of economy a joke,Govt says PML-N clearly divided into two factions,,,,2
https://tribune.com.pk/story/1998387/1-indian-sikhs-ask-pm-allow-daily-entry-5000-pilgrims/,Letter to Imran Khan seeks permission for Karturpur corridor to remain open all seven days a week,"Indian Sikhs ask PM to allow daily entry of 5,000 pilgrims",,,,4
https://tribune.com.pk/story/1998386/1-railway-fares-increase-6-per-cent/,Sheikh Rashid says charges are being revised as dept faces an additional burden of Rs3b,Railway fares to increase by 6 per cent,,,,3
https://tribune.com.pk/story/1998383/1-massive-spikes-property-tax-valuations-cards/,Comments on proposal sought till June 30; new rates to come into effect from July 1,Massive spikes in property tax valuations on cards,,,,1
https://tribune.com.pk/story/1998380/1-uk-seeks-evidence-dars-extradition/,Shahzad Akbar says Islamabad to share required info with London in first week of July,UK seeks more evidence for Dars extradition,,,,0
https://tribune.com.pk/story/1998288/1-nawaz-sharif-final-say-charter-economy-says-maryam-nawaz/,Says she opposes Shehbaz's proposal but her views are personal; denies rifts within Sharif family,Final call on charter of economy will be Nawaz's: Maryam,,,,4
https://tribune.com.pk/story/1998224/1-naeemul-haque-believed-sachin-tendulkar-imran-khan/,PTI leader posts photo in which the former Indian cricketer has a striking similarity with PM Imran,"If Naeemul Haque is to be believed, Sachin Tendulkar is Imran Khan",,,,0
https://tribune.com.pk/story/1998132/1-painting-camel-skin-qatar-emir-get-special-gift-pm/,Portrait made by artist Hanif Khan was commissioned by ministry of information,Painting on camel skin: Qatar emir to get special gift from PM,,,,1
https://tribune.com.pk/story/1998120/1-fatf-action-plan-indian-contentions-regarding-pakistan-rejected/,"FO terms New Delhis statement preposterous and unwarranted, says India politicising FATF deliberations",FATF action plan: Indian contentions regarding Pakistan rejected,,,,1
https://tribune.com.pk/story/1998036/1-pda-terms-auditor-generals-report-peshawar-brt-speculative/,PDA spokesperson denies rumours of cost increase along with compromises on monitoring and quality control,PDA terms auditor general's report on Peshawar BRT 'speculative',,,,1
https://tribune.com.pk/story/1998032/1-zardari-says-pm-should-take-opposition-into-confidence-on-charter-of-economy/,"PPP co-chairman claims he has never asked for an NRO in eight years, why will he seek it now",Zardari says PM should take opposition into confidence on charter of economy,,,,1
https://tribune.com.pk/story/1998028/1-nawaz-suffered-third-heart-attack-jail-not-informed-claims-maryam/,"PML-N vice president distances herself from Shehbaz's proposal, says her views are personal",Charter of economy is a joke: Maryam,,,,2
https://tribune.com.pk/story/1997951/1-even-making-imf-budget-confused-abbasi/,NA descends into disorder after a federal minister calls Sharifs corrupt,Even those who drafted budget are worried: Abbasi,,,,2
https://tribune.com.pk/story/1997907/1-pakistan-cusp-achieving-enduring-peace-stability-coas/,"Army chief says improved security offers foreign investment in Pakistan, a pivot to regional connectivity","Pakistan on the cusp of achieving enduring peace, stability: COAS",,,,1
https://tribune.com.pk/story/1997883/1-pompeo-asks-pakistan-religious-freedom/,New report on religious freedom estimates more than 40 are serving life sentences for blasphemy in Pakistan,Pompeo asks Pakistan to do more on religious freedom,,,,1
https://tribune.com.pk/story/1997869/1-pakistan-supports-peaceful-democratic-afghanistan-fm-qureshi/,The minister reiterates Islamabad and Kabul must not allow their respective territories to be used by anyone,"Pakistan supports peaceful, democratic Afghanistan: FM Qureshi",,,,1
https://tribune.com.pk/story/1997858/1-emir-qatar-arrive-today-two-day-official-trip/,"Bilateral relations discussed in one-on-one meeting between PM Imran, Al-Thani",MoUs signed as Qatar's emir arrives on two-day visit to Pakistan,,,,3
https://tribune.com.pk/story/1997773/1-petition-ihc-questions-pakistan-cricket-teams-defeat-disgrace-world-cup/,Petition states the national team is 'tainted with politicking and grouping',Petition in IHC questions Pakistan cricket teams defeat and disgrace in World Cup,,,,4
https://tribune.com.pk/story/1997608/1-afghan-refugees-regard-pakistan-home/,Refugees become distressed as their stay comes to an end on June 30,Afghan refugees regard Pakistan as home,,,,1
https://tribune.com.pk/story/1997611/1-token-tax-defaulters-face-action/,Excise and Taxation (ET) Rawalpindi issues 137 challan tickets and impounded 34 unregistered vehicles,Token tax defaulters face action,,,,1
https://tribune.com.pk/story/1997614/1-residents-rawalpindi-decry-water-shortage/,"People of Tench Bhatta, Peoples Colony and adjoining areas are perturbed due to acute water shortage",Residents in Rawalpindi decry water shortage,,,,2
https://tribune.com.pk/story/1997599/1-nust-bags-uk-imeche-uas-challenge-2019/,"Teams from UK, Sri Lanka, Brunei, Netherlands, Canada, Pakistan, other countries participated in this years...",NUST bags UK IMechE UAS Challenge 2019Â,,,,3
https://tribune.com.pk/story/1997656/1-developer-seeks-time-resolve-thalian-project-road-issue/,FGEHF was ready to cancel the joint venture agreement for the long-delayed project,Developer seeks time to resolve Thalian project road issue,,,,1
https://tribune.com.pk/story/1997602/1-cm-buzdar-orders-action-land-grabbers-rawalpindi/,"Holds meeting with MPAs from Pindi division, assures of speeding up development works",CM Buzdar orders action against land grabbers in Rawalpindi,,,,1
https://tribune.com.pk/story/1997660/1-govt-working-climate-smart-agriculture/,The Assistant to PM On Climate Change Amin Aslam says the policy will be presented in the cabinet for approval,Govt working on climate-smart agriculture,,,,1
https://tribune.com.pk/story/1997605/1-nepal-keen-strengthening-ties-pakistan-envoy/,"Lamsar says, after political stability, her country focusing on economy",Nepal keen on strengthening ties with Pakistan: envoy,,,,1
https://tribune.com.pk/story/1997663/1-veteran-65-71-wars-getting-rs14-pension/,"Court issues notice to auditor general to explain why Yasin was not getting rightful Rs10,000 per month","Veteran of 65, 71 wars getting Rs14 pension",,,,1
https://tribune.com.pk/story/1997664/1-senate-panel-directs-cda-give-clerics-govt-accommodations/,Civic authority told to reimburse khateebs and moazzans for the rent they had to pay in private houses,Senate panel directs CDA to give clerics govt accommodations,,,,1
https://tribune.com.pk/story/1997666/1-health-dept-issues-new-sops-dengue-cases-rise/,"Tells BHUs, hospitals to start checking people daily for the virus",Health dept issues new SoPs as dengue cases rise,,,,1
https://tribune.com.pk/story/1997669/1-four-mega-projects-ready-pindi/,Sheikh Rashid Ahmed says work on Mother-Child Hospital is rapidly going on and all the funds have been released,Four mega projects ready for Pindi,,,,1
https://tribune.com.pk/story/1997684/2-govt-allocates-additional-hajj-quota-old-operators/,"Move ignores recommendation of Hajj Policy Formulation Committee, non-quota holders",Govt allocates additional Hajj quota to old operators,,,,1
https://tribune.com.pk/story/1997687/1-actual-pm-office-budget-12-less-previous-year/,Finance ministry says over Rs1b figure mentioned in misinformed media reports includes Rs300m for NDMA,Actual PM Office budget 12% less than previous year,,,,1
https://tribune.com.pk/story/1997690/1-pakistan-uk-friendly-deep-relations-crowder/,British deputy high commissioner says want to enhance bilateral trade with Pakistan to $2b,"Pakistan, UK have friendly, deep relations: Crowder",,,,1
https://tribune.com.pk/story/1997681/1-govt-rolls-back-plan-build-university-pm-house/,New plan prepared to set up engineering and technology institute,Govt rolls back plan to build university at PM House,,,,1
https://tribune.com.pk/story/1997678/1-bilawal-lashes-govt-incarcerating-zardari/,"PPP chairman says Zardari arrested for treading on the heels of Zulfikar Bhutto, Benazir",Bilawal lashes out at govt for incarcerating Zardari,,,,3
https://tribune.com.pk/story/1997542/1-watch-modi-appears-isolated-imran-enjoys-conversation-sco-dinner/,"Indian PM missing his prompter and written speech without that he cannot talk, comments a social media user","WATCH: Modi appears isolated, Imran enjoys conversation during SCO dinner",,,,1
https://tribune.com.pk/story/1997595/1-govt-notifies-constitution-inquiry-commission-debt-pile/,"Issues ToRs to probe into Rs24,156b increase in public debt in 10 years",Govt notifies constitution of inquiry commission on debt pile-up,,,,0
https://tribune.com.pk/story/1997570/1-govt-unable-fully-spend-uplift-funds-despite-cuts/,Utilises 93% of the budgetary allocation for development,Govt unable to fully spend uplift funds despite cuts,,,,3
https://tribune.com.pk/story/1997550/1-senators-demand-revision-budget-draft/,Opposition lawmakers warn against increase in poverty and crime,Senators demand revision of budget draft,,,,1
https://tribune.com.pk/story/1997497/1-lahore-process-afghan-peace-held-saturday/,Leadership of major political parties in Afghanistan to attend conference,Lahore Process for Afghan peace to be held on Saturday,,,,1
https://tribune.com.pk/story/1997490/1-no-end-coal-pakistan/,Pakistan remains wedded to coal power for reasons that have little to do with economics,No end to coal in Pakistan,,,,2
